text,sentiment
officially has pink eye,neutral
you are welcome book is a good reminder as to why we escaped the cube,positive
you welcome,positive
morning all happy star wars day may the be with you,positive
i have talked to you since the last day of school that no right,negative
yess talking a hott guy happy,positive
oh yum rhubarb these links are fab thanks,positive
thanks for that now i learned something new today enjoy,positive
ug full of cold and in a dark pub want to go outside,neutral
david mitchell presenting have i got news for you tonight i love him i think he ace on another note this headache,neutral
greeting again every momma happy momma day,positive
feeling better drugs are awesome sad waste of a day weekend,neutral
ha good morning may the fourth be with you too,positive
knew she was an idiot,negative
fireworks kboom concert second best i ever seen preceded only by last year show sigh,positive
playing guitar hero waiting for abby to text me after prom,neutral
ok just between u and me and all of our followers on twitter what do u really think of lol,neutral
okay i finally get to meet dia that her name right oh geez i feel so stupid if it not,negative
i m almost to updates more to goo,neutral
we write a song that turns out the lights,neutral
when i tried to go to her i got this message that page does exist,negative
i do nt wanna get out of bed i wanna go back to sleep i have to open the store at work though,neutral
press ctrl on bottom right the underscore for is there ky,neutral
oh i really tired of these migraines endometriosis fibromyalgia migraines sleep probs just compoundin ea other since surgery,negative
claire love the show got into the office am and no radio,positive
i m at work,neutral
neighborhood research today day of and a little bit of shopping,neutral
kev off i stuck in westgate working,negative
oh why do i keep stumbling about deathfic without warnings do not want,negative
why,neutral
mother day is this sunday do forget to send her something special,positive
awww we can do that and then go to chick fila,neutral
why r y depressed i mite b moving earlyer than i thot,neutral
time to learn another language,neutral
i still want a smartcar do they have the most wonderful designs ever,positive
head in the clouds,neutral
lol good men watch the flicks w us and just sigh this is a good flick so far it called because i said so,positive
i should really try a different pose some time,neutral
it and i already dressed but we on set today so let the real fun begin lights camera action,positive
beachmex ca dm you since you do follow me,neutral
finally got to see you,positive
when you come in bulgaria you have a great fans here,positive
hear full album preview during todays webcast jonasnewsongs no wayyy i could tune in,negative
goodbye in the city let me hurry and give mi cuz that paper work have have summer in bk,neutral
my paycheck was nothing but a piece of paper,neutral
sulking at home while it rained was poor strategy now i watching the sun shine from a desk in the robarts reference room,negative
just the dinner,neutral
ha ha just found a new cocktail dances with wenches cranberry juice spiced rum sounds nice but i do have any cranberry juice,positive
that preview of a trailer for new moon was a joke seconds still watched it tho twice lol figured i missed something still sick,negative
sounds painful sorry you got hurt and may i ask how this happen,negative
fyi connie and carla is not as totally awesome as the previews make it seem sorry about that one,negative
you will never be the same,neutral
i not having a good day can u cheer me up with a tweet even tink will do lol,negative
thank you all once more for all your lovely birthday messages,positive
ok ginormous cup of coffee down monday looking much better to me,positive
i wanna go,neutral
ah yes dropping the bear thing it such a lovely day here very odd for stafford,positive
a salute to chapel hill north carolina from sy,positive
the movie on the plane is mall but i saw it with the nephews already,neutral
my dad worked for sw when i graduated hs worked at hou years he retired years before i joined the company,neutral
yep probably will be wish you had let me know you were interested had extra corporate chalet tix and let them go,positive
biglots by my house has jesus virgin mary rings in one of those machines i rocked one for a while til that broke,negative
the there confuse me,negative
i miss my husband,negative
ottawa ur welcome sweet dreams,positive
honi might be cute to do a little picture book called the little book of boring,positive
hay ka talaga ah hehe hey happy mothers day to your mom nga pala and to your mom also,positive
i hate crowds,negative
has got the slow cooker going now just to get ready for work,neutral
i sing everytime,neutral
he gon na do it for mothers day ever notice papa looks like squiggy from laverne snd shirley i love him,positive
aw i gon na miss my old username nick jonas shontelle layne and sean kingston replied to my old username i gon na start all over,neutral
too much sulking over being single going on tonight on tumblr i am here to save the day,neutral
yea running on hours lets do this test,neutral
finished the book vat a good book,positive
just read it too i meant the toys though,neutral
ok i kinda thought so i mean those it would be funny though,positive
noo sorry my love after that i going to pop about zyrtec and go to sleep,negative
only one more day of jay leno que sad,negative
worried about socks tonight,negative
monday morning lots to go out just waiting for a mate to add a style to my table and i m set,neutral
finally home crazy party thanks driving me home,positive
i was invited to one on the beach but it was too short notice i mean why the hell tell you before really,neutral
i want see that movie too have fun,positive
oh man i would but fresh out,neutral
cool beans yeah man no prob at all,positive
is going to buy a wacom today goood times,positive
it driving you insane really it sterling knight playing chad dylan cooper on sonny with a chance,neutral
i want a hug,neutral
is making me hot chocolate with almond milk mother day festivities is starting early,neutral
happy mother day to all the moms out there,positive
ahhhhh my let the right one in dvd broke,negative
are you guys gon na get the metal detector from the brickmans i saw chad ask davey on fb sorry your ring,negative
like spirits in the night ooooh night grande ere mr springsteen,positive
happy mothers day same day more chocolate,positive
yeah my brain does rock i am happy to share my knowledge with you carrie,positive
i scared to set the pw on my bb bc i might forget it end up losing all my data but yet i have financial info on it catch,negative
watson i ca this weekend sorry and steph is working,negative
is it ok to send iflowers to your mom for mother day trough this iphone app,neutral
do you remember them all do not take that as a challenge to,neutral
short stack need to add some more short stack tv,neutral
dude there is no sun here,neutral
did make it out to shop there is always tomorrow,positive
i do know what does it take to butter you up actual butter xoxo,neutral
starting a new diet today i do want to get fat besides its almost bathing suit season lol,negative
i am down i need my snuggles but he is at work and he do like to snuggle ironic huh,neutral
thinks his haircut is nt as bad as it looked yesterday still bad tho,negative
had a nice visit last night from a boy with voracious stubble does anyone know what to do about a raw chin haha,positive
i so pumped for the day,neutral
doing accounts revision boo,neutral
just had some strawberries for afternoon snack i love strawberries gon na make a strawberry smoothie tonight after the gym,positive
installed ubuntu on my office lap yaaaaaaaaaaaay install under windows feature rocks awesome ubuntu excited,positive
i feel like right now and i have one more month of school left fml hard,negative
yeahhh u was nt thereeeeeeeeeee,neutral
haahaha omg dude i read that and almost choked haha thanks,neutral
know i not the only one just harder on me,negative
aww i hope it does fly by because jt episodes are usually really good and it early but so far this ep disappointed,positive
glad i wore my black rats and a flowy shirt i m so full from my dozen mixed oystsers seafood platter and death by chocolate,positive
i say even i do do dominos anymore i prefer pizza hut crunchy fresh veggie pizzas,neutral
say cheese for the camera or throw up some western mass gang signs to be cool,positive
bout to get ready for work ugh i hate workin on fridays,negative
un mesaj de eroare forbiddenyou do have permission to access on this server am ghicit,neutral
my new car is already giving me problems that ca nt be a good sign,negative
joining facebeek what a loser i have no friends amy where are you,negative
new baby arrived yesterday a fab baby boy at kilo very proud and happy,positive
i heart mela so so much cept last time i went they booked us in on the saturday instead of the friday and would feed us,negative
i have lost the game more times today than any other day in history lostthegame blame,negative
of course i really hope that this would be his real twitter page that would be soo cool,positive
haha sometimes mobiles makes us slaves but it has its own advantages too,neutral
just wrote lyrics to my new song slept on a full stomach again it the worst feeling waking up and still feeling full euggh,negative
just found out my kitty is pregnant its a good thing though we are going to adopt one instead,positive
at twin peaks high yay,positive
watching short stack tv,neutral
that gorgeous i check out your new pics,positive
for some dumb reason my dresser is sticky on top and for another reason a family history book got attached to it now the back is jacked,negative
now to go home and cry,neutral
ca believe this i spend minutes for for a snickers ice cream seems like no one does then anymore,negative
missy higgins kate voegele grace potter and the nocturnals,neutral
you are just wrong now you come to brag with a full belly smh,negative
what is everyone saying about the supposed pics of matt striker hope he get in trouble,positive
i like,positive
nation just launched twittix not convinced,negative
i want to play parachute games,neutral
that s awesome good idea,positive
no i m not cries lol,negative
a long day with the family i so tired now had fun,neutral
bumping air supply greastest hits,positive
well my aunts dog died i understand how devastated she is i probably head over there soon for support,negative
i hate it when trevor drives,negative
so physical therapy,neutral
yeah we still needa hang out lol i glad you had a super time at the show,positive
followfriday in honor of my web buddies who moved,neutral
that comment was just to well you know to not reply to it,neutral
i miss jack n box and whataburger and oooo taco cabanaaaaaa lmao,neutral
funtime was not a lot of fun but finally done with it,positive
new star trek movie awesomeness unnecessary brief underwear scene pun intended but besides that just awesomeness startrek,positive
lol read me like a book,neutral
haha weird no sunshine for us,neutral
lol yeah haha yeah things are okay pretty much the same slowly sorting out everything lol exams are coming d haha,neutral
computer remains dead,negative
are you feeling better sorry you feeling under,negative
there not many things better than sleeping with my windows open,positive
happy star wars day may the be with you nice that we get a holiday to celebrate fb,positive
aww homesick i feel you i m homesick for my home campp,negative
excited about cwpm tomorrow only one member is going but still its a good start,positive
i had to do laundry for the last two days,neutral
my work buddy left early today so now i m all lonely keep lookin at the time and its barely only a min later than last time,negative
i think you look cute in the beanie hat,positive
i love the sunshine and the happiness it brings,positive
sheboygan teekay other kids fight angus ryan mall mcdonalds high party beer pong drink drive home fun night,positive
no one wants a virtualkiss,neutral
yay my train is late it starts here but it mins late arriving from london in the first place,negative
trully a awful day,negative
ik i feel sooo bad for them,negative
actually was planning on working but alas meetings kaiboshed that plan,neutral
lunch yes a date nope,neutral
omg i know i give myself a stroke everytime i go getting mad at them quietly with the windows rolled up,negative
so how are you doing this morning,neutral
that was flippin sweet dudes thanks for sharing,positive
gosh i hate it my school will start in monday too and my classes will start and end at i never had a chance,negative
have to return my sideways meds and bills,negative
germany loves you haha,positive
heading into glasgow for a rehearsal for my upcoming show,neutral
true but if i do put a case on it i break it in a week do worry ill find a way to make it work,neutral
aaaaaahhhhhhhh soooooooo sweeeeeeet i miss that age soooo much,neutral
the idiom does ring a bell eh hahaha really thinking of food nope actually in the bathroom teehee,neutral
i am so hungry and there is no food for me to steal,negative
leaving nola today counting down the seconds til i start crying love this place so much,positive
stoped broadcasting on blogtv coz they all left and was on my own and one one came any way xd,negative
those are even the old dolls they are the new ones that look like sailor moon,neutral
haha what up matt,positive
ever seen the tv show dead like me i died and became a grim reaper taking people souls after accidents,neutral
i bored at work,negative
just saw my boo he went back to work now time to do my hair but it going to rain wtf,negative
ill call you on my home phone to your home phone after dinner tho coz i m almost ready to eat is that ok,neutral
its chilly n lonley n this livingroom,positive
i seriously need to live somewhere fabulously queer i miss being around people,negative
i got a coach purse,neutral
phped running successfuly via wine now to get ems running,neutral
i looked all cute too,positive
loves it that the first monday of may is a bank holiday,positive
just arrived at on about fellows i ca see a girl,neutral
but cover your sneezes with a tissue for love of god my germaphobe ness has significantly increased since joining healthcare,positive
wearing glasses gives me a headache,negative
i could but wo get here in time before my vegas trip so i still look like a noob,negative
is my son he gets my vote today coz he has grown into a loving caring soul full man who loves his mum,positive
follow me please,neutral
so sorry to hear that i lost two hard drives this year i know the feeling,negative
not impressed it might go away if you complain too much x,negative
why do any of my friends ever miss me why do year old pervs like me why ca i be a shape shifter,negative
more pictures it was such a pretty day fb,positive
yea looks like it is sorry abt nt gettin in touch was hectic,negative
omg that awesome this is the first time ever i not seeing it the day it comes out demi is taking over my day haha,positive
u do know harajuku lovers,neutral
i have runny nose i ca breathe terrible feeling,negative
morning world back to the office after longgggggggg weekend,neutral
time to mow the lawn,neutral
aight pau heading to the blaisdell arena for the ladies of the concert cheehee awwrrite,neutral
what a fun night,positive
are the shizz,neutral
shoutout to reyah my fellow philly homegirl we both making the best of hard situations push pray until something happens much love,neutral
just at home not much going on had a long day,neutral
video is not available to us foreigners,neutral
i absolutely love mike watts from sexy heroes,positive
at the airport waiting,neutral
i know people say that power naps are good for you all the time but i kinda always miss the alarm,neutral
hi you are pretty man i ca nt upload more pics here for some reason you wrote you wish to find a women,positive
i want one so bad get one for me,positive
stupid shopping bags left a red mark on my arm,negative
i m really excited ca nt wait,positive
i want some pineapple i miss my baby,positive
woke up at now and no clue what to do,neutral
hello following on recommendatiion of,neutral
will terminator be on next week trs by chance and i do nt mean tuesday release but the next,neutral
on that note i do not feel missed,positive
ha i m ready but that i ca nt believe she had the balls to call me haha wtf,neutral
gain an instant follower just use the tag in a tweet wtf lesson learned summer of todd to get a new official tag,neutral
thank you for the follow friday love,positive
happy mother day to all moms out there i just played tong its a while ago,positive
someone keyed my car,negative
drinking cordial yes i m bored,negative
wtf at facebook spam saying that my dad is my secret admirer,negative
i need to speak with but i left my phone at home,neutral
thanks i going to the laker game tonight sec i love la,positive
i want to see my bud mel miss hur loads,negative
it did rain lightly misted though,neutral
oh god they breaking down so much plaster what are they doing in there i like walls thanks,positive
at minibar listening to politics maybe some tech starups soon,neutral
resting had a whole day of walking,neutral
roll me in your arms cuz i ca nt remember ever falling this hard by dc,negative
goddamnit if we live in an age of constant communication why ca anyone return a text,negative
such a great idea,positive
sourish limbs is preventing me from gg out on a friday not happy i have been on at am for a v long time even more so on a fri,negative
congrats to the a ugh we still have til the end of june,positive
work do not feel like bein in dis today,negative
i do know what to say except hugs,neutral
let me know how it goes i praying ummmph i still ca believe it,positive
yay we will have to get together soon and do something,positive
good morning tweeties,positive
drat all my land boots died at once i think of boots like one going to seed the other first season what to do now,negative
sweetie if you refuse to offend who will we expect it nay we count on it,neutral
hey kelvin my day been fantastic so far we getting ready for a family mother day function shortly,positive
hurray summer time starts today meaning i only have to work until pm instead of until august yay,positive
thanks man i really appreciate the kind words,positive
packing i do like it,negative
trying to sell my gm stock,neutral
is there a way to block followers i have no idea who you are sorry,negative
yeah man been a while since i heard you spittin,neutral
monday is here one more day,neutral
gl and say hi for me,neutral
its so pretty the girls must love you a whole lot happy bday again,positive
i hate when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,negative
misses jp i do not know what to do and iv given myself a headache thinking about it just makes me want to cry,negative
i will press that ignore button,negative
just got back from the doctor i do need surgery yayyy but my knees are still not gon na get better,neutral
fully understands why these cats have cabin fever holy i really wanna be outside,neutral
mourning venus third round loss,negative
no code i think coined the phrase hottie switchfoot guy for tim hsg for short,neutral
happy mother day you are beautiful,positive
leaving now do nt miss me too much tweetbeaks,negative
actually i could do with going to weight watchers,neutral
let me google that for you,neutral
aww lovely hope you had a great mother day our little mother hen did you get in contact with sharn,positive
waiting to go to the movies later for my month booored,negative
sorry was that mean,negative
is feeling good kinda tired miss him ca wait for grad this weekend,positive
i already been cleaning for over an hour so much more,neutral
erincharde yea as an afterthought,neutral
thanks synn,positive
besides feeling sick some things have made me feel particularly happy,neutral
hey u know the sub on digg i said i needed help on soon well it up now n wud love it if u could digg it pls kaushik,neutral
well kris is making me a sick panda,negative
oh tonight is a good night,positive
i found a link on stinks,negative
ughhhhhhhh i do feel good,negative
i might give it another go,positive
thanks it was really fun to do i do love those romances comedies though that one could have used more comedy imo,positive
i work til,neutral
my head is hurting,negative
hello i am ur biggest fan and i rly carnt till new moon comes out good luck u nd all the cast filming,positive
my twitter was born on feb today at this point of time may i have tweets including this one,neutral
done with facebook off to jamlegend,neutral
and this is better me than a snickers bar or hersheys w almonds which i use to b addicted to i miss them lol,negative
so much happier despite my looming departure,positive
wow emc new site is different,neutral
been helping ex student with uni assignment via skype got ta love a connected world now sudying game design even better,positive
super hungry dominos or martabak both tempting and fattening,neutral
going to have bfast now,neutral
no strange each time we return i feel like i have come home and yet i have no spanish blood that i know of,neutral
need to get a hand,neutral
finished breaking dawn last night i managed to finish those pages in days it was so good i sad that i done twilight saga,neutral
is off today and gon na go shopping t minus days til cuuuba,neutral
morning football today thinking of learning some applescript,neutral
you very welcome i love reviewing free apps as much as downloading using them,positive
last night paper writing session still not done i need to prioritize better,negative
always come up when we have the money least it the rotten law of averages,negative
do make me smite you and yeah yeah it really does no cuties for me,negative
me kelly share the same last name would nt that be sweet if we were related,positive
watching the seeker,neutral
just got to la miss hawaii already dang,negative
you a real i gon na slap you in public,negative
i ca feel the weekend fever anymore when everyday is a day off,negative
at the hospital today then shopping with mom love you so much,positive
i missed the sun as was too busy gettin hot and bothered in the shops will have to make up for it at the weekend x,neutral
nothings better then going out for chinese at the supperinn with ma fave cousins at am,positive
goodmorning y all i woke up to early,positive
all the money in the world could never make me as happy as being a stay at home mom with my son,positive
no deal i want it as well as my netbook and iphone please,neutral
last day of school and last concert of my life wow can you say emotional i m really gon na miss mhs had graduation practice today,negative
i had navy blue under my black nailpolish for a while and i think it stained my nails a little,neutral
goodnight world goodnight eddplant,neutral
could be getting sacked soon not good,negative
finally got all overdue books out of the little room and into my now overstuffed back pack,neutral
happy moms day,positive
vision of love play now i had the vision of luv n it was aaaaaoouoouoouu that u turn out toooo mariah this ur part,positive
it been doing it for two days we have a comcast technician scheduled for tomorrow morning,neutral
raises hand oh oh me too caffeine,neutral
playing with image,neutral
finally gon na try and fall asleep goodnight more like morn i sleep,positive
back home in tallcree rez now i ca nt see my boyfriend,negative
heeey we won ice hockey we are winners,positive
today was busy geez getting ready then graduation,neutral
that how it is supposed to be and sometimes we get too busy to recognize that but always family after god,neutral
i heard it is not illegal unless you are caught,negative
jeff ca get his visa in time to come visit me i so sad in other news i going to lapa tonight to samba the night away,negative
getting ready for work,neutral
if you were down the road from me you can bet i would be right there mmot,neutral
still no date for bon iver next week,neutral
speaking to my new tweeples getting acquainted with them if you never spoke to me do so now,neutral
bsnl stupid net went down been without email for a whole day,negative
training stud life a fost tiberiu lovin la noi am aflat ca sunt imbecili peste tot fun,positive
yaaaaaaay bday,positive
i hate when the strawberries run out in my special k,negative
actually a great start to the day hope it continues getting my new american oversized bed in the evening,positive
never answer me back,negative
awwwe i live in van would been so great to see you but have a great flight,positive
xbox broke hope you enjoy playing i was looking forward to that,positive
my tv is so boring,negative
you can save it for next time,neutral
aww i ca believe that wee girl on bgt was crying it was so sad,negative
had not heard the title or author before must look it up enjoy,positive
tweet later byee,neutral
wants the tickets for the concert,neutral
reading through today paper along with some watered down coffee compliments of my rents,neutral
hummmmm ohh i miss you so much really but i hope you have a nice friends like us,neutral
oh yeah i the poorest person of all but i should nt joke about that poor other people,negative
i wish i was going to see today i sad i do nt,negative
awwwwwww holly,neutral
a very special happy mother day to all mommies,positive
so i just failed my second year of med school i do know what to do or say,negative
just watching hollyoaks omg,neutral
shiv his place slowly i hope,positive
i just made myself a wonderful breakfast now i have to get ready to workout,positive
another david hughes on your list i hurt ftw,negative
sleep i need to go to my mums but by the time i get there clara will be in bed,neutral
izzy so sorry to hear that what a disaster,negative
says because of you ne yo music,neutral
the computers and the ethernet at school are so slow,negative
ah a clean house finally so nice,positive
it was i think hannah,neutral
been working on a framework for web based sl application have product registration server login site security comms all done,neutral
happy mother day to all the moms out there special shout to my momma luv ya and pat even though you a jehovah witness,positive
thinking about opening macmaze sources as i do have time to work on it anymore,negative
get the twilightguy on your show,neutral
i do nt have one here dunno if my mom ever had one or not,neutral
lula is not feeling well,negative
morning world is raining so revision do seem so tough,positive
not feelin,neutral
omg i saw ur update nd it said david archuleta lol they shoulda had more david on it david awsome,positive
how bout what your doing now or what you gon na do today lol,neutral
i went to the world education fair today it was a whole different kind of circus,neutral
a mocha at my brave,positive
good to hear i have a feeling though the behind the scenes being there is better than what is shown on tv,positive
sounds like you got a fan in danstorce,positive
a group of people naked woooh,neutral
yahyan iaaaaaaaaaaaaan i was just joking,positive
love love him that tease of your baby the end boooooo still luv tho,positive
i woke up and my hiccups came back,neutral
she was performing at the lifeball in vienna this year but unfortunately i did get the chance to see her,negative
having a great time in kc,positive
got really sick today text me later nap time,negative
i have perused the fieldnotes website and it is good too bad i must return to work,neutral
did you find them tell us how they turn out wo you we making blueberry pancakes this morning,neutral
i forgot to charge my cell last night and now it dead,negative
well one is a muscle relaxant and the other is an narcotic if your still not getting help i dunno what to say moist heat,neutral
love that she could just stop with one picture first one is priceless but the speedo is great too kudos to mom,positive
i know it sucks anyway you can get a fake i d or something,negative
having indian food in the middle of wales very very typical huh,neutral
shut up fool where you been at i dontlike the fact that you keep abandoning me,negative
have a nice sunday,positive
no just tired,negative
is watching places to see before you die,neutral
woohoo congrats to your friend and the boyfriend,positive
ugh talk to me someone i really bored,negative
i heard an icecream truck and took of like a shot but i could catch it,negative
i m liking escape the fate alot tonight excited for estk nemonemesis,neutral
he brings sooo much joy show it great song,positive
tom are the mito tour dvd still being made cos no where seem to be stealing them and i really want a copy,neutral
sensation ocean of white portugal absolutely amazing adoreiii,positive
ugh i do nt feel like going to work today,negative
hey why thankyou how u x,neutral
jb are so cute lmfao,positive
happy birthday justin have a lof of fun god bless,positive
on the beach cosmo kamikaze captain america ahhh fun night still not over,positive
converting the armin only imagine concert for my iphone fun fun,positive
wx it looks like it did in ohio after a tornado hit,neutral
oh how the ladies will suffer now lol,neutral
never give up on something you ca go a day without thinking about i like that quote,positive
yes i think it safe to say she is at the same popularity level today as always,positive
been there done that with the laundry you know it sucks but it is so nice to of them to do it just say thanks,neutral
happy mothers dayyy all mothers especially mine,positive
really desappointed,negative
i loooooove bank holidays,positive
pic as promised,neutral
welcome to minnesoooooooota free up some time this trip to catch up wo be at cliquot club though they closed,neutral
watching videos on youtube with the bf thinking about going to bed soon,neutral
if i had a car,neutral
do nt put behind the wheel lmfao today was fun,positive
,neutral
out for an evening on the town with jeremy sad carrie ca come,negative
why canceled your performance on letterman i so sad because it is less an option for you,negative
i m regretting the alcohol i consumed last night my head,negative
just got a wii,neutral
left the inn now i m at school dang its straight up dead here,negative
seen mi abueltia at the hospital she doing good,positive
aww that my last one roo oop,neutral
trying to finish my god help me to finish it,negative
no plans tonight,neutral
dear god please let me wake up before am tomorrow lol got plans tonight was lets pick on hero night grow up get a job etc lolz,positive
at the doctor office waiting for sufka to see me tired of being sick hope everyone else is having better friday than me,negative
carter got ta make the video public dear lol ca see it,neutral
ur there when i not lol,neutral
i hate the biatches of this world,negative
boagsie actually is still this small lol him at years old,neutral
looks like yet another beautiful day in london,positive
drew new songs make me cry i miss thomas already,negative
it am and i wide awake,negative
just pre ordered your new album off the deep end been listening to permanent heart on repeat since,neutral
i sure hope so it was worth it for me too loveu,positive
instead of telling god how big my problems are i like telling my problems how big god is,neutral
i want to party down,neutral
hahahaha i did know it said that sheeeeittt i do get why i ca have a picture bwaaaahhh,negative
ok soooooooooo i did that i got u in the palm of my hand,neutral
beer from japan google it,neutral
calling all mothers calling all mothers get your butts to bed the be here tomorrow,neutral
nope do think i will thnx for asking lol i will be fine,positive
thanku cooking is simple but the law u hve to have fun while u make it,positive
another night of not sleeping,neutral
walls of jericho please come to worcester asap candace pleeaassee why did flee the seen call it quits whyyy,neutral
happy mother day moms you are wonderful have a great day,positive
ahhhhhhh its my birthday and i ca nt belive i found out i m seeing yous tonight best present everr,negative
ohi i would marry travis pastrana in a second he s not that attractive he s just the sweetest thing and what he does is attractive ha,neutral
wish i was in chicago,positive
yum wish we could be there today i have a cold and do want to infect others so we will miss our friday session,neutral
heading of to the theatre having a show tonight i so exited,positive
good morning world happy star wars day may the be with you,positive
good plan peg i like the sound of money monday,positive
i also believe in some things are meant to happen,neutral
just got home but about to leave again,neutral
ouch better get used to it i think to are prime marriage years,negative
iprocrastinate this is by far my character flaw got ta session at and i do want to emerge from my covers,neutral
hahaha that made me laugh,positive
there are three broody ones atm i have a china eggs under them to keep them happy ish,positive
my music,neutral
i love it,positive
forgot to answer your kindle question yesterday honestly have used it much have two paperback books i want read first,negative
i try blah thanks what are u up to today,neutral
is watching,neutral
sigh guess we not gon na meet up today,negative
baq to sleep i go no the headach starts if its not its da other,negative
wci hashtag simply is dying out anytime soon is it,negative
i do nt want to be ugly anymore,negative
think you should catch up on your sleep befor you go back to uni haha,positive
i m glad i can make sumone smile,positive
today is going the way i planned early lunchbreak i may not be back til mon weekend gon na be fun with friends tho,positive
zeb has napped for hours already today and is asleep again he must be growing fast,positive
i need a bigger player even if it pains me to say it,negative
snl after party,neutral
not sure i can make it,neutral
i afraid your comments on mp expenses were hopelessly out of touch with the average person average salary,negative
madaya ka christian bleh i hate u,negative
ooo how i love a bank holiday x,positive
night want john where is he,negative
this is dedicated to all those moms out there happy mother day,positive
bout miss mah lakers play this orange box is up the rotation mah real la fam keep me posted i love haters,neutral
the play over it was really good,positive
that really hurt,negative
at work agh i really need to go with you what days do you go so that i can add it to my schedule,positive
starts on sunday and i sad as i ca afford sky,negative
is thinking wow i survived freshman year mission accomplished now sophomore year,positive
if my phone dies i will die too,negative
will miss jay leno,negative
i think i heard of that song i listen to it tomorrow,neutral
we be moving from a strength to a hypertrophy phase for chest back shoulders and arms for the next few weeks legs will stay behind,neutral
happy mothers day to all im gon na help mine right deserves it you guys should too,positive
i got to catch the bus to work,neutral
have to put my dog down tomorrow,neutral
today was not an inspirational photography day photography,negative
yes i made the sign when i noticed it missing on sunday so far no luck it now unlucky japanese cat,negative
i know effing embarrassing eff our lives,negative
bar exam madness topic for today is torts,neutral
just got out the shower sitting on my towel i hate twitterberry i ca reply to tweets,negative
more seo voodoo google has your cache noarchive only hides it from users,neutral
bgt quite an awkward moment poor girl i hope she does loose it again,neutral
at work again when the weather is beautifullll,neutral
good happy mothers day to every mom,positive
my mom has annoyed the living outta me so now we on aol radio looking for brooks dunn,negative
flat is sparkling clean now that team work on way to pick up food for,positive
this is what i have to give a day old baby poor thing,negative
resistance was futile needed pretties to knit with,negative
i need to see now someone buy me a plane ticket please,neutral
you guys can make it through,neutral
awww thanks jon my old told me i was to sleep in while they all clean the house best mom day present ever,positive
just got home from tillie dance recital lol it was spectacular,positive
tut tut is charging just fun thr new palm pre charging platform looks nifty tho,positive
going to work could use some happy pills,positive
jacqueline wilson day on cbbc,neutral
good you coming on just as off to drive home,neutral
i know our cats could be family mikesh is so cute,positive
do you hate it when you finish all your work and there still hours left of work time,negative
ouch sunburn bad hope it not to sore on your bedding that always the problem,negative
sad day told my students this is my last year here a lot of crying since,negative
m still watchin boston legal tho it cracks me up scrubs earlier was good i guess i just like a laugh,positive
my logic to getting a short prom dress last year it was so freaking hot i was dying look at the weather hahah just my luck,neutral
jen we have nt talked in like days,negative
you givein lady ga ga arun for her money in that get up hee hee love it,positive
that plain sux kinda like cheers goin off the air,neutral
today is just not my day i ca seem to feel any better if i do nt eat i m hungry if i do eat i feel like i m gon na be sick blah,negative
i need sweets drank my cyderrrrrrrrr,neutral
out if class yow party four hour lecture do mix attal i had to drink red bulls i still sleepy alrite bedtime,neutral
yea i was off today luv i shudve told anything exciting happen yet and i saw u last night,positive
pmg i m very upset no just relasie hugh laurie is nt on ohh,negative
it does but the screen is dark so when i click it i hang up on whoever i m talking to,neutral
i want it now finally found what i wanted,positive
has finally taken a shower after much distraction from twitter and the bubble wrap off to read and drink a smoothie,neutral
heehee how did you know who i was talking about,neutral
zol i would like to make a comment about the password but i ca on this medium,neutral
editing something in photoshoot niley,neutral
yogulicious another sour sally competitor,neutral
yeah i was like oh oh oh yeah that it but then she said no lol bummer,neutral
they did,neutral
good luck with the footage none of the stations are breaking in live with it,positive
i know no money for pedicures,negative
oh so you know how i feel then representative for bank of america tried to make it sound like i did it what a b,negative
really wooooo i wish i could go to indonesia lol hopefully next summer,positive
well just remember that tmrw is another day and hopefully wo be as craptastic sorry girrrrl,neutral
i missed you yesterday lacey we get to go to granulation tonight though,negative
assumes it was nt so taboo to start an email with lol considering that the reply it got started with rofl i love the internet,positive
it means luv ya in zulu xhosa probably spelt it wrong lol ca b creative tired so translated,neutral
i got too do course work i hate it it is hard this one,negative
working today ca find my key so i had to borrow miranda,neutral
with my boy still he everything to me,neutral
people you love wait i am not there,positive
awwwww and the gorgeous photo from california you two make me melt,positive
lol thanks for the morning chuckle not sure if you follow me please check,positive
happy mother day mommies,positive
went to see up it was a really good movie that pulls at the heart strings i highly recommend it,positive
awww omg garbo fake playing during one of the songs haha,negative
perfect thank you,positive
byeeeee,neutral
dear michael sorce you crack me up sincerely me,neutral
i hope you feel better,positive
well us brits have to wait a few more days for it i thought it was all gon na released at once i guess it worth the wait,neutral
yah they have footlong sausage too mah but halal place piggy sausages are bigger,neutral
getting ready for an early night tweeps have a great one every,positive
i could act in most buffy eps i have seen them so many times but was shaky apart from eps,neutral
great show today,positive
wants to go to walmart but wo go alone,neutral
ooh ooh it shiny an dmore awe tastic quotes from the best animated movie ever coming up,positive
back home early for once wow this thing is getting addictive u phil xd,positive
my friend in such a state and i do know how to help him nothing i say seems to be helping and i wish i knew what to say,negative
my mobile phone refuses to charge either the battery is broken or the chargerrr booooo,negative
aha so that you i been meaning to take a look looks cool if you could just get a pool in there,positive
hi selena i made this team to support you in greece and cyprus,positive
i with you in this i always have prob prioritizing myself ahead of him,neutral
really well if u want we can go next yr,neutral
maybe you have my memory sucks,negative
grey sweet surrender,neutral
